gwas_id	Disease	n	Genes
GWAS:376	Rheumatoid_Arthritis_NA_2014_2	199	127281, 79258, 260425, 10745, 54665, 26191, 440603, 10717, 204851, 56944, 5966, 200734, 4664, 6775, 940, 79722, 90355, 387032, 84547, 64288, 80317, 9753, 222696, 257202, 2880, 114821, 282890, 26692, 442184, 442186, 26707, 81797, 2550, 7932, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 5514, 79969, 221545, 8449, 170954, 11270, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 6015, 6293, 6222, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 5252, 51596, 8831, 221504, 578, 3710, 84300, 117283, 221496, 4295, 4794, 7128, 1235, 3663, 23534, 6366, 7185, 5588, 2625, 84159, 1656, 57511, 677, 5771, 958, 721, 393, 8260, 5973, 3054, 3654
GWAS:870	Crohn_s_Disease_NA_2017	223	57708, 400757, 149233, 440603, 10717, 10067, 5313, 2224, 55870, 55154, 55249, 23418, 55765, 109, 51277, 22979, 5443, 1788, 2646, 2355, 63892, 678, 5966, 150962, 5194, 84542, 9173, 8809, 8807, 389015, 5334, 11262, 55054, 6295, 8527, 1951, 51517, 51447, 339834, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 7318, 10293, 79012, 84315, 91869, 253461, 5734, 23548, 5562, 6167, 64167, 4012, 1437, 8974, 8572, 6583, 6584, 3659, 80762, 85027, 345611, 134510, 3593, 54901, 81696, 11074, 135656, 170679, 170680, 3107, 3106, 100507436, 4277, 534, 4795, 4049, 7124, 7940, 259197, 7916, 7917, 55937, 57827, 7918, 1460, 7920, 259215, 110599563, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 4758, 717, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 9374, 80864, 63940, 4855, 3117, 3117, 3118, 3120, 3112, 60468, 84870, 8635, 11116, 1235, 6575, 3717, 11172, 3641, 9966, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 3559, 1326, 8453, 1390, 219771, 84890, 1959, 8509, 8509, 818, 5328, 57178, 81619, 159296, 55553, 9415, 56946, 4055, 120892, 677, 8477, 4088, 116028, 9516, 1201, 1201, 55911, 246778, 112869, 6799, 6817, 11273, 7284, 25970, 487, 79874, 55027, 64282, 113, 29117, 85407, 124460, 64127, 1540, 6347, 6356, 93210, 2064, 124626, 55876, 94103, 100505591, 284110, 6777, 6776, 6774, 5771, 2879, 22904, 11140, 5141, 2524, 4318, 26205, 50861, 51750, 8771, 10139, 84619, 54923, 56731, 2618, 7332, 150223, 23753, 6122, 9145
GWAS:871	Ulcerative_colitis_NA_2017	159	127281, 79258, 11315, 255104, 54546, 23252, 30814, 400757, 149233, 2212, 2494, 55765, 23046, 779, 3586, 5966, 150962, 5194, 84542, 9736, 2859, 440955, 65010, 1951, 51517, 51447, 55152, 3615, 54870, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 10293, 79012, 4486, 84315, 10180, 10181, 6405, 11076, 815, 257202, 100507679, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 7919, 534, 4795, 4050, 7940, 259197, 199, 7917, 7918, 259215, 110599563, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 80736, 10919, 717, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3108, 3111, 3115, 7923, 155185, 1811, 1738, 3912, 3663, 3717, 11172, 3641, 29126, 9966, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 159296, 146198, 124626, 55876, 94103, 284110, 9862, 6777, 6774, 26205, 50861, 51750, 8771, 10139, 84619, 56731, 10043, 400935, 8764, 3310, 3127
GWAS:872	Inflammatory_Bowel_Disease_NA_2017	258	81669, 11315, 54206, 54546, 23252, 400757, 149233, 3595, 26135, 6097, 1942, 200185, 80128, 4582, 7059, 10712, 10067, 1196, 57657, 5313, 2224, 55870, 55154, 55249, 2212, 23271, 2848, 55765, 23046, 779, 3586, 79172, 109, 51277, 1788, 2355, 63892, 678, 5966, 150962, 5194, 84542, 339804, 9736, 9173, 8809, 8807, 3579, 25953, 55054, 6295, 2859, 5210, 1294, 440955, 65010, 1951, 51517, 51447, 5576, 10425, 54681, 55152, 3615, 54870, 5859, 3913, 200942, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 6405, 116984, 3558, 5562, 6167, 64167, 4012, 1437, 8974, 8572, 6583, 6584, 3659, 80762, 815, 345611, 134510, 3593, 10636, 54901, 81696, 100507679, 170679, 170680, 5460, 3106, 4277, 534, 4795, 4049, 7940, 259197, 199, 7918, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 4855, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3108, 60468, 8635, 11116, 1811, 1738, 3912, 8454, 3717, 11172, 3641, 9966, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 3559, 1326, 8453, 1390, 1959, 57178, 81619, 2805, 159296, 56946, 120892, 677, 4088, 116028, 8651, 7142, 58531, 1201, 1201, 55911, 246778, 112869, 6799, 6817, 11273, 7284, 25970, 487, 79874, 83985, 29117, 85407, 124460, 64127, 1540, 5336, 6347, 93210, 2064, 124626, 55876, 94103, 100505591, 284110, 1440, 9862, 6777, 6776, 6774, 284119, 535, 5771, 22904, 11140, 5141, 55612, 128611, 85441, 26205, 50861, 51750, 8771, 10139, 84619, 54923, 56731, 140685, 7332, 150223, 23753, 8897, 150280, 6122, 9145, 3310, 3127
GWAS:875	Primary_sclerosing_cholangitis_iPSCSG_2017	203	54870, 646498, 339834, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 389118, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 8351, 3013, 8365, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 8969, 85236, 10279, 94026, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 282890, 26692, 442186, 26707, 442191, 81696, 81797, 26716, 10537, 2550, 7932, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 79969, 221545, 170954, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3108, 3111, 3113, 3115, 1302, 6257, 221504, 3710, 117283, 23274
GWAS:878	Immunoglobulin_A_deficiency_NA_2016	178	55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3077, 8364, 3010, 8347, 3008, 3017, 11118, 10384, 11120, 696, 29777, 79692, 8969, 94026, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442191, 81696, 81797, 26531, 26716, 2550, 4340, 346171, 3134, 3135, 3105, 30834, 80352, 11074, 135644, 10107, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 79969, 11270, 203068, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 9277, 6892, 1616, 3833, 5252, 8831, 221504, 3710, 117283, 8525, 23274, 3127
GWAS:892	Age_related_Macular_Degeneration_NA_2016	117	343450, 3075, 10878, 3078, 3080, 10877, 81494, 2165, 259266, 360023, 23418, 163486, 388722, 1285, 1295, 55013, 839, 81579, 780, 394263, 100507679, 170679, 170680, 54535, 5460, 3106, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3117, 3119, 29990, 29992, 55063, 56257, 402573, 81628, 222950, 6733, 7046, 19, 10579, 118663, 59338, 387715, 5654, 1755, 399814, 5890, 8854, 1071, 55666, 1265, 718, 56927, 9322, 10452, 348, 341, 4318, 8224, 23539, 80115, 720, 721, 441272
GWAS:921	Type_1_Diabetes_NA_2011	184	260425, 10745, 54665, 26191, 440603, 10717, 56944, 10050, 6568, 10786, 10475, 3024, 3006, 3008, 3017, 11118, 10385, 11120, 696, 29777, 8970, 10279, 94026, 8340, 8329, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 26707, 442191, 81696, 81797, 26531, 26716, 10537, 2550, 346171, 3134, 30834, 6992, 80352, 11074, 10107, 89870, 7726, 56658, 202658, 2794, 5514, 79969, 221545, 8449, 170954, 11270, 9656, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 80737, 7407, 57819, 3305, 3303, 3304, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3115, 1302, 7922, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 3559, 3481, 723961, 6490, 5869, 6821, 64375, 6231, 2065, 5036, 8315, 10906, 5781, 23274, 112869, 6799
GWAS:924	Systemic_Lupus_Erythematosus_NA_2015	175	23057, 9887, 4688, 4664, 2744, 6772, 6775, 55024, 10318, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3077, 3008, 11118, 10384, 11120, 696, 29777, 79692, 8969, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 5987, 26692, 442191, 81696, 81797, 26716, 10537, 2550, 346171, 3135, 3105, 11074, 7726, 56658, 202658, 79897, 202658, 2794, 79969, 221545, 170954, 11270, 203068, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 7920, 259215, 110599563, 58530, 110599563, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3108, 3115, 1302, 7128, 3663, 23534, 286046, 640, 57705, 115399, 57661, 3665, 53841, 1815, 10522, 23274, 3684, 3687, 112812, 7332, 150223, 3127, 6343, 393, 8260, 5973, 3054, 8269, 10251
GWAS:925	Celiac_disease_NA_2011	201	127281, 79258, 100287898, 5996, 5966, 150962, 84542, 339804, 9736, 7514, 8809, 8807, 389015, 940, 29851, 1232, 1230, 729230, 9034, 4057, 29970, 84162, 132612, 3558, 3662, 9856, 55604, 10590, 10050, 6568, 10786, 10475, 3024, 3006, 8364, 3010, 8347, 8334, 3008, 3017, 11118, 11120, 696, 10473, 29777, 79692, 94026, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 257202, 2880, 114821, 282890, 442186, 26707, 442191, 81696, 81797, 26531, 26716, 2550, 4340, 346171, 3134, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 5514, 28973, 79969, 8449, 170954, 9656, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 1192, 4439, 401251, 7407, 4758, 80736, 10919, 717, 221527, 629, 7936, 7148, 1388, 9374, 10554, 6048, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 6222, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 578, 3710, 84300, 117283, 221496, 4295, 222663, 7629, 50619, 5467, 387357, 5796, 9844, 57178, 2113, 79748, 5771, 10666, 7332, 5880
GWAS:933	Vitiligo_NA_2016	125	473, 54665, 26191, 5788, 87178, 27086, 141, 8341, 3009, 81696, 2550, 4340, 346171, 3134, 3135, 3105, 80352, 11074, 135644, 7726, 56658, 202658, 79897, 202658, 100507679, 29113, 170679, 170680, 54535, 5460, 3107, 3106, 7916, 7917, 58496, 7920, 259215, 110599563, 1192, 4439, 80737, 7407, 57819, 3305, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 8859, 7148, 1388, 80863, 9374, 80864, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3108, 8705, 9277, 60468, 8635, 1235, 54504, 7038, 3559, 6506, 2915, 7299, 50507, 2313, 5869, 6821, 64375, 6231, 2065, 10019, 3002, 8924, 6687, 27132, 1800, 5119, 124045, 124044, 9605, 92822, 2175, 84501, 4157, 54849, 79007, 2622, 8792, 58506, 83596, 53347, 114904, 5905, 23264, 7008, 10766, 84844, 50, 171568, 27254, 5372, 27351, 2547, 4809, 150365, 79879, 3127, 89801
GWAS:967	Schizophrenia_NA_2018	309	9651, 55735, 1806, 3752, 51177, 10806, 10000, 7444, 23451, 80219, 3329, 100529241, 25843, 130132, 5334, 23314, 348751, 205327, 129450, 79568, 26010, 2066, 26058, 3769, 389084, 25791, 152330, 9779, 7068, 27303, 23166, 3699, 3700, 389125, 100526772, 375346, 51460, 2272, 80145, 27086, 5096, 10274, 8087, 131118, 2823, 348980, 57688, 2107, 3313, 56147, 56146, 4238, 6444, 55604, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 11118, 10384, 11120, 696, 29777, 79692, 8969, 85236, 10279, 94026, 346157, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 26707, 442191, 81696, 81797, 26531, 26716, 10537, 346171, 3134, 3135, 3105, 80352, 135644, 10107, 89870, 7726, 56658, 202658, 2794, 23, 79969, 221545, 170954, 11270, 203068, 10211, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 7124, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 7936, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3108, 6892, 1616, 3833, 5252, 8831, 221504, 3710, 23113, 167681, 9892, 8379, 83698, 9988, 79161, 6733, 64478, 4482, 23259, 84513, 54904, 137994, 2260, 4325, 7227, 203062, 9568, 783, 1586, 119032, 57412, 54805, 22978, 8525, 55626, 9776, 392, 25921, 51075, 280636, 643376, 1500, 1813, 4900, 90952, 79684, 4978, 22997, 775, 4665, 56899, 28981, 488, 51184, 160760, 79600, 23457, 79676, 51329, 57605, 10198, 91574, 8099, 387893, 196383, 5587, 64919, 9529, 3831, 84334, 7517, 79038, 23368, 80031, 1136, 64506, 8120, 4828, 9640, 5045, 2242, 9093, 54715, 253980, 124446, 9344, 8479, 283899, 8448, 79918, 23019, 23659, 23293, 63826, 6925, 53345, 57794, 23383, 54815, 51291, 9745, 58506, 3661, 83596, 3276, 79913, 26051, 5740, 4248, 8911, 6721, 79019, 55964, 164684, 4668, 150368, 4700, 6942, 283254, 10094, 91689, 57502
GWAS:975	Systemic_Lupus_Erythematosus_NA_2018_2	169	9887, 4688, 4664, 6772, 6775, 55024, 10318, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3077, 8364, 3008, 11118, 10384, 11120, 696, 29777, 79692, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442191, 81696, 81797, 10537, 2550, 346171, 3134, 3135, 3105, 11074, 10107, 7726, 79897, 202658, 2794, 79969, 170954, 11270, 203068, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 7920, 259215, 110599563, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 3109, 3108, 3115, 1302, 54887, 7128, 3663, 23534, 4482, 286046, 640, 57705, 115399, 57661, 3665, 53841, 1815, 23274, 3684, 3687, 22806, 55876, 2885, 7332, 150223, 721, 3127, 6343
GWAS:987	Schizophrenia_PGC_2018	126	55700, 1806, 10806, 10000, 23451, 100529241, 25843, 205327, 129450, 152330, 27086, 8087, 2107, 56147, 56144, 4238, 6568, 10786, 10475, 3024, 3077, 3010, 3008, 3017, 11118, 11120, 29777, 79692, 8969, 94026, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 442191, 81696, 81797, 346171, 11074, 7726, 10211, 389376, 135656, 5460, 3107, 3106, 7124, 199, 7916, 7917, 55937, 57827, 1460, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 4758, 80736, 10919, 221527, 1797, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3122, 3117, 3119, 8831, 64478, 783, 1586, 119032, 57412, 54805, 22978, 8525, 55626, 9776, 4900, 22997, 775, 57605, 91574, 64919, 84334, 79038, 23368, 1136, 5045, 2242, 6925, 26051, 4248, 8911, 79019, 6942
GWAS:989	Schizophrenia_Bipolar_disorder_PGC_2018	181	1806, 51177, 23248, 10806, 10000, 9553, 64080, 7444, 23451, 3329, 100529241, 25843, 130132, 205327, 129450, 79568, 26010, 1385, 26058, 3769, 25791, 152330, 9881, 23166, 64943, 440957, 55193, 26354, 55830, 28972, 6787, 3697, 3699, 3700, 389125, 100526772, 375346, 51460, 27086, 348980, 57688, 2107, 3313, 56147, 56144, 56143, 56142, 6568, 10786, 10475, 3077, 3008, 3017, 11118, 11120, 29777, 79692, 8969, 94026, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 81797, 346171, 11074, 7726, 389376, 135656, 3107, 3106, 199, 7916, 7917, 55937, 1460, 1192, 4439, 401251, 80737, 7407, 57819, 4758, 80736, 10919, 7148, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 3117, 3119, 3833, 8831, 24149, 667, 9892, 6196, 8379, 2913, 4482, 23259, 84513, 54904, 137994, 2260, 203062, 783, 1586, 119032, 57412, 54805, 22978, 8525, 55626, 28992, 6712, 79703, 775, 4665, 56899, 57605, 10198, 91574, 8099, 5587, 64919, 9529, 3831, 84334, 7517, 79038, 23368, 3658, 1136, 1143, 64506, 54993, 84942, 4828, 23478, 9640, 4916, 5045, 2242, 54715, 253980, 124446, 9344, 8479, 5595, 6925, 404037, 54815, 51079, 374887, 51291, 26051, 5740, 8911
GWAS:1007	Mean_corpuscular_volume_NA_2018	162	1647, 54855, 11000, 57459, 91181, 7170, 388701, 25912, 9898, 10456, 79957, 23381, 84283, 112770, 7203, 128229, 128368, 5788, 343171, 9792, 9839, 23228, 8850, 7068, 7018, 58477, 51560, 256356, 54464, 545, 5357, 26577, 55892, 7037, 131540, 26043, 57545, 51088, 57728, 5981, 4299, 1950, 10723, 7015, 9315, 9337, 387032, 170679, 7942, 5225, 10817, 100188893, 25862, 9477, 705, 896, 129685, 64577, 10767, 4602, 10320, 63979, 1644, 1021, 64598, 7036, 51412, 9046, 23039, 10361, 403313, 10171, 240, 220972, 93550, 1586, 54805, 22978, 51272, 60626, 55553, 79733, 4863, 472, 160140, 143888, 9700, 121340, 6667, 269, 54458, 5094, 326625, 160762, 4633, 23316, 10019, 8315, 80724, 217, 8550, 89894, 10961, 80018, 10906, 283450, 22895, 4940, 4939, 10240, 10166, 55778, 57722, 54878, 81556, 10260, 8766, 3042, 55692, 83986, 9780, 284058, 11322, 147138, 6563, 9050, 498, 115106, 147339, 84717, 29911, 22983, 1777, 10661, 2639, 256126, 2193, 5886, 90480, 7332, 150223, 25793, 339669, 7263, 4357, 79734, 164656, 80339, 91289, 29781, 1890, 440836, 113730, 644186, 1375, 1120, 23542, 410, 391104, 253725, 3050, 26277
GWAS:1008	Mean_corpuscular_hemoglobin_NA_2018	152	54855, 11000, 91181, 7170, 388701, 25912, 9898, 10456, 5788, 9839, 23228, 7068, 7018, 58477, 51560, 256356, 54464, 545, 5357, 55892, 7037, 131540, 200931, 26043, 51088, 57728, 5981, 4299, 7015, 9315, 23367, 9337, 25929, 29093, 2766, 7942, 5225, 10817, 100188893, 25862, 9477, 705, 896, 64577, 10767, 4602, 10320, 63979, 1644, 1021, 5118, 64598, 7036, 51412, 2783, 64599, 2056, 9046, 23039, 10361, 403313, 10171, 220972, 93550, 54805, 22978, 5002, 55553, 80194, 4863, 472, 160140, 143888, 9700, 121340, 6667, 269, 54458, 5094, 283446, 89910, 326625, 160762, 4633, 23316, 10019, 8315, 80724, 217, 8550, 89894, 10961, 80018, 10906, 283450, 22895, 4940, 4939, 10240, 57722, 54878, 81556, 10260, 8766, 3042, 55692, 83986, 9618, 55731, 26284, 55803, 284058, 7473, 11322, 9050, 498, 115106, 147339, 84717, 29911, 22983, 1777, 10661, 2639, 256126, 2193, 811, 5886, 90480, 4218, 84941, 7332, 150223, 25793, 339669, 7263, 4357, 79734, 164656, 3560, 80339, 29781, 1890, 440836, 113730, 644186, 1375, 1120, 23542, 410, 253725, 3050
GWAS:1010	Platelet_count_NA_2018	121	60313, 51249, 3652, 8503, 5788, 2646, 84226, 84450, 100526664, 4065, 22925, 50650, 2122, 1181, 5437, 8646, 6002, 3083, 57533, 93624, 132671, 1950, 7015, 9315, 2172, 10590, 578, 3710, 117283, 51513, 222659, 222658, 11329, 64577, 10767, 4602, 948, 1576, 23414, 50808, 10171, 3717, 11172, 11046, 29982, 221037, 221035, 745, 746, 2237, 9415, 3992, 116519, 9854, 64137, 79849, 283152, 867, 4162, 55711, 25946, 283446, 59341, 51228, 28981, 79600, 160762, 4633, 23316, 144717, 10019, 8315, 80724, 217, 8550, 89894, 10961, 80018, 10906, 283450, 5781, 22895, 4940, 4939, 87, 55778, 23186, 91828, 7127, 5338, 50488, 2811, 8402, 26001, 5216, 2027, 9552, 23125, 388324, 10749, 55065, 124961, 7775, 9098, 84622, 388325, 342618, 91768, 85019, 57153, 3609, 5794, 126208, 55311, 81027, 514, 51012, 80339, 25813, 257236, 26277
GWAS:1032	Type_2_Diabetes_NA_2019	119	84196, 23499, 11124, 1031, 27, 2646, 26122, 2888, 22837, 57181, 5334, 7325, 80145, 9861, 846, 10644, 10417, 1487, 10296, 57654, 22902, 2926, 92597, 53918, 64324, 53917, 83463, 27166, 1871, 54901, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 578, 3710, 2740, 89822, 83795, 165, 5425, 58498, 2645, 26053, 79571, 381, 29999, 5078, 27044, 9690, 157848, 286, 169792, 7088, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 55176, 11164, 8872, 57178, 3416, 3832, 3087, 6934, 59338, 7054, 3784, 5002, 9866, 595, 8091, 9671, 64897, 6049, 1024, 10125, 388115, 79834, 10363, 100526783, 91433, 9055, 26276, 2813, 79068, 164, 463, 201232, 162515, 4763, 4974, 2124, 535, 29893, 79990, 24139, 2696, 6633, 54814, 23403, 339344, 140902, 3172, 1028, 3597, 55559, 633, 492, 1852, 54466
