gwas_id	Disease	n	Genes
GWAS:865	Alcohol_dependence_NA_2013	237	63976, 1953, 23261, 23254, 84966, 114784, 1600, 257194, 23266, 1806, 3752, 148281, 55733, 29937, 7399, 2104, 80003, 148641, 6262, 1131, 56776, 6000, 55083, 23040, 60526, 1838, 238, 4052, 5581, 9378, 51130, 1496, 129684, 53353, 140469, 117583, 2066, 152330, 285362, 2917, 9686, 79750, 7068, 27303, 114884, 55799, 2272, 5793, 8618, 56999, 9223, 407738, 6092, 253559, 4045, 8997, 285195, 254827, 2257, 55351, 57537, 84448, 80333, 3516, 323, 81608, 23284, 2895, 8633, 55016, 23022, 55714, 8470, 9037, 1501, 4651, 23037, 54622, 6695, 2890, 55568, 57451, 30820, 51617, 2762, 10667, 6310, 81578, 56479, 10690, 154215, 5796, 10090, 23345, 26230, 5071, 6196, 1607, 1124, 9844, 23072, 11055, 26053, 9863, 10371, 2792, 9732, 4289, 91584, 100507421, 26047, 51422, 1804, 5799, 9228, 64478, 137868, 23362, 55790, 665, 1808, 284, 2131, 6503, 23081, 5789, 158038, 5125, 9568, 105, 57118, 55691, 83641, 6840, 5592, 65217, 29119, 64072, 83938, 3778, 2869, 64077, 8038, 118611, 1793, 4255, 256536, 391, 143425, 374378, 89797, 4745, 63982, 26011, 1740, 53942, 7225, 7704, 57453, 50863, 4978, 775, 338811, 160335, 283455, 144347, 9612, 121256, 23504, 23281, 10186, 5101, 2262, 10082, 2259, 728215, 57447, 64067, 112399, 161357, 122786, 23034, 341880, 9628, 57194, 2562, 6263, 80031, 440279, 8854, 6095, 79875, 5046, 54715, 92017, 9951, 79068, 57687, 51741, 1012, 8522, 399687, 40, 56934, 124540, 201266, 8632, 146713, 9229, 5797, 63895, 25925, 80206, 56853, 201501, 9811, 1630, 220164, 773, 23236, 57144, 140733, 5126, 128869, 23054, 55741, 11122, 128553, 1002, 7074, 861, 5121, 1826, 23544, 8224, 9215, 25817
GWAS:870	Crohn_s_Disease_NA_2017	466	219293, 9341, 10911, 11315, 54206, 57708, 23169, 400757, 149233, 3595, 26135, 343099, 1810, 54665, 26191, 440603, 10717, 65005, 51686, 6097, 8751, 1945, 1944, 1942, 200185, 80128, 4582, 7059, 2629, 10712, 10067, 1196, 57657, 5313, 2224, 55870, 55154, 55249, 7818, 54856, 6016, 9181, 51744, 55600, 7292, 23418, 163486, 55765, 23046, 779, 3586, 3664, 2590, 8648, 391356, 79172, 109, 51277, 22979, 5443, 1788, 9784, 5496, 29959, 26160, 64838, 2646, 2355, 63892, 678, 130271, 5966, 150962, 5194, 84542, 339804, 9736, 9173, 8809, 8807, 389015, 10018, 23451, 3329, 100529241, 25843, 130132, 66037, 5334, 26010, 4719, 1933, 3431, 11262, 55054, 6295, 8527, 55230, 1294, 65010, 1951, 51517, 51447, 5576, 10425, 54681, 3615, 54870, 5859, 3913, 200942, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 91869, 50939, 57092, 253461, 5922, 116984, 7006, 57606, 5530, 55024, 4790, 84162, 3558, 1611, 5734, 23548, 5562, 6167, 84674, 730, 64167, 4012, 337876, 90624, 56990, 1437, 8974, 8572, 6583, 6584, 3659, 3565, 11127, 23176, 80762, 85027, 345611, 91975, 1879, 153830, 134510, 3593, 1843, 1871, 54901, 8347, 11120, 81696, 81797, 7932, 346171, 3135, 30834, 11074, 7726, 56658, 10211, 780, 2968, 57176, 389376, 135656, 100507679, 29113, 170679, 170680, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 80740, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 3111, 60468, 84870, 8635, 11116, 1235, 57154, 8454, 6575, 6921, 81704, 3717, 11172, 3641, 9966, 7099, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 3559, 1326, 8453, 1390, 219771, 143162, 253430, 55847, 84890, 1959, 9632, 23053, 8509, 8509, 818, 5328, 57178, 4143, 143241, 81619, 2805, 159296, 10581, 55553, 10944, 745, 746, 9415, 3992, 5331, 572, 25824, 283234, 8986, 30008, 56946, 63876, 4055, 4074, 114134, 120892, 22895, 11215, 160857, 144811, 1880, 677, 2581, 8477, 4140, 1152, 115708, 4088, 4261, 116028, 8651, 7142, 58531, 5619, 9516, 1201, 1201, 55911, 246778, 112869, 6799, 6817, 11273, 7284, 25970, 487, 79874, 83985, 27040, 55027, 64282, 113, 29117, 85407, 124460, 64127, 1540, 1723, 10462, 433, 8844, 6347, 6354, 6356, 6357, 6346, 93210, 2064, 124626, 55876, 94103, 100505591, 284110, 1440, 9862, 6777, 6776, 6774, 284119, 535, 4669, 339210, 8526, 51174, 6198, 146712, 284207, 5771, 5434, 2879, 22904, 51341, 3383, 3386, 100125288, 112812, 11140, 5141, 53637, 23476, 10270, 26993, 58525, 374900, 147923, 199704, 79934, 5536, 126147, 2524, 284358, 54922, 199800, 126129, 55612, 140733, 5335, 4318, 958, 128611, 85441, 26205, 50861, 51750, 8771, 10139, 84619, 54923, 56731, 140685, 3460, 2618, 6651, 29980, 5822, 8209, 23308, 7332, 150223, 23753, 8897, 150280, 4689, 1439, 6122, 9145, 23264, 50, 2912, 728734, 140701
GWAS:871	Ulcerative_colitis_NA_2017	332	6339, 81669, 55052, 2782, 85452, 127281, 79258, 100287898, 11315, 54206, 255104, 54546, 23252, 30814, 57708, 23169, 400757, 149233, 3595, 26135, 84072, 6097, 1942, 200185, 80128, 4582, 7059, 2212, 55732, 2494, 23271, 2848, 55765, 23046, 779, 3586, 56997, 1788, 63892, 5966, 150962, 5194, 84542, 339804, 9736, 7514, 9173, 3579, 25953, 51281, 57140, 2859, 9034, 5210, 1294, 7384, 440955, 65010, 1951, 51517, 51447, 5576, 10425, 54681, 11180, 55152, 3615, 54870, 5859, 200942, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 6405, 2779, 6374, 51176, 3558, 11336, 6550, 55722, 11076, 653082, 613212, 8974, 815, 345611, 134510, 3593, 10960, 10636, 6569, 222696, 257202, 2880, 81696, 2550, 7932, 3105, 5514, 79969, 11270, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 7918, 7920, 259215, 110599563, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7923, 6015, 10758, 155185, 2768, 84792, 5879, 221955, 392862, 113263, 3207, 2128, 1365, 1364, 155368, 135886, 51412, 56996, 402682, 1811, 1738, 3912, 3663, 23534, 3717, 11172, 3641, 29126, 9966, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 2625, 1326, 2805, 159296, 4046, 219965, 390190, 390191, 9404, 80829, 56946, 120400, 54827, 51564, 3164, 4792, 677, 11261, 3706, 83660, 4088, 123803, 1201, 1201, 55911, 246778, 112869, 6817, 11273, 7284, 25970, 487, 79874, 3683, 146198, 999, 124491, 5336, 93210, 2064, 124626, 55876, 94103, 100505591, 284110, 5709, 1440, 9862, 339287, 22794, 6605, 125113, 6777, 6776, 6774, 535, 57602, 5771, 440533, 126299, 5739, 25865, 11142, 51497, 128611, 85441, 26205, 50861, 51750, 8771, 10139, 84619, 54923, 56731, 140685, 10287, 4987, 198437, 7332, 55954, 8897, 150280, 10042, 10043, 6122, 9145, 400935, 126789, 8764, 3310, 3127, 11151, 415116
GWAS:872	Inflammatory_Bowel_Disease_NA_2017	540	388581, 6339, 54973, 54998, 81669, 55052, 441869, 219293, 65220, 2782, 163688, 85452, 9341, 10911, 11315, 54206, 54751, 255104, 54546, 23252, 79727, 84871, 1996, 200132, 57708, 23169, 400757, 149233, 3595, 26135, 79871, 50999, 343099, 1810, 389, 4170, 55204, 84072, 1520, 1513, 405, 9869, 29956, 284485, 51686, 11022, 6097, 8751, 1944, 1942, 200185, 80128, 4582, 7059, 2629, 10712, 10067, 1196, 57657, 5313, 2224, 55870, 55154, 55249, 7818, 6016, 51744, 55600, 142683, 9507, 4720, 2212, 55732, 7292, 23418, 163486, 23271, 2848, 55765, 23046, 779, 9261, 3586, 29949, 3664, 2590, 88, 8648, 391356, 79172, 109, 51277, 22979, 5443, 1788, 2976, 9784, 5496, 29959, 26160, 64838, 2646, 2355, 63892, 678, 130271, 5966, 150962, 5194, 84542, 339804, 9736, 7514, 7850, 9173, 8809, 8807, 389015, 3676, 3579, 10109, 14, 25953, 64114, 11262, 55054, 6295, 8527, 140739, 51281, 2859, 666, 51246, 5210, 1294, 7384, 440955, 65010, 1951, 51517, 51447, 5576, 10425, 54681, 11180, 55152, 3615, 54870, 5859, 10869, 3913, 200942, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 6405, 2779, 27086, 50939, 3083, 116984, 23216, 5530, 55024, 84162, 132612, 3558, 4306, 1611, 9180, 5734, 23548, 5562, 6167, 730, 64167, 4012, 337876, 90624, 1437, 8974, 8572, 6583, 6584, 3659, 3565, 23176, 80762, 6534, 815, 85027, 345611, 153830, 134510, 3593, 10960, 10636, 6569, 54901, 8347, 257202, 81696, 7932, 346171, 11074, 79969, 10211, 780, 2968, 57176, 389376, 135656, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 7918, 1460, 7920, 259215, 110599563, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3109, 3108, 3111, 3115, 896, 60468, 10758, 387103, 23118, 8635, 11116, 1235, 155185, 392862, 57154, 64599, 56996, 51593, 402682, 43, 1811, 1738, 3912, 8454, 6575, 8694, 81704, 3717, 11172, 3641, 29126, 549, 9966, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 3559, 2625, 1326, 8453, 1390, 219771, 253430, 55847, 84890, 1959, 818, 5328, 57178, 4143, 143241, 84293, 81619, 387694, 22849, 2805, 159296, 9679, 399818, 4046, 4925, 374383, 3767, 219956, 390191, 9404, 80829, 9415, 3992, 283234, 8986, 220064, 56946, 7704, 2113, 4055, 160365, 969, 120892, 3164, 3798, 3458, 4069, 22895, 160857, 22862, 1880, 677, 8477, 4088, 4261, 116028, 8651, 7142, 58531, 5619, 9516, 23042, 123803, 1201, 1201, 55911, 246778, 112869, 6799, 6817, 11273, 7284, 25970, 487, 79874, 930, 84901, 83985, 27040, 3683, 55027, 113, 29117, 85407, 124460, 64127, 1540, 146198, 5336, 1398, 10462, 433, 6347, 6356, 6357, 6346, 84152, 5409, 93210, 2064, 84299, 2886, 22806, 124626, 55876, 94103, 100505591, 284110, 5709, 1440, 9862, 7067, 22794, 51195, 125113, 23415, 6777, 6776, 6774, 284119, 535, 4669, 79990, 124817, 55163, 339210, 8526, 6198, 57602, 23347, 5771, 6925, 4772, 5434, 2879, 22904, 3383, 3386, 100125288, 112812, 11140, 5141, 53637, 10270, 58525, 79934, 80271, 5536, 5739, 94235, 2524, 199800, 55612, 9777, 9371, 171023, 140688, 3172, 4318, 128611, 85441, 26205, 50861, 51750, 8771, 10139, 84619, 54923, 56731, 140685, 7165, 2618, 5822, 23308, 7332, 150223, 23753, 4771, 55954, 8897, 150280, 10042, 10043, 6122, 9145, 10454, 400935, 126789, 8764, 4580, 3310, 58, 3127, 84163, 728734, 140701
GWAS:875	Primary_sclerosing_cholangitis_iPSCSG_2017	249	127281, 79258, 150962, 10018, 940, 51517, 51447, 5576, 54681, 55152, 25915, 3615, 54870, 3913, 200942, 646498, 339834, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 10293, 6405, 4790, 84162, 132612, 3558, 55604, 10590, 255626, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 8351, 3013, 8365, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 8969, 85236, 10279, 94026, 346157, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 257202, 2880, 114821, 5987, 282890, 26692, 442184, 442186, 26707, 442191, 81696, 81797, 26531, 26716, 10537, 2550, 7932, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 79969, 221545, 8449, 170954, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7923, 6015, 8831, 221504, 3710, 117283, 6867, 3559, 159296, 572, 56834, 25824, 597, 23274, 2793, 10666, 25865, 8764
GWAS:878	Immunoglobulin_A_deficiency_NA_2016	226	115352, 25801, 942, 132612, 3558, 3096, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 11118, 11119, 10384, 11120, 696, 29777, 79692, 8969, 85236, 10279, 94026, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 257202, 114821, 5987, 26692, 26707, 442191, 81696, 81797, 26531, 26716, 116511, 10537, 2550, 7932, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 79969, 221545, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 6015, 6293, 8705, 9277, 10471, 6892, 9278, 1616, 3833, 5252, 8831, 221504, 578, 3710, 84300, 117283, 54806, 1959, 355, 8525, 55626, 9776, 392, 321, 23274, 58531, 146177, 100288072, 55911, 3394, 124626, 55876, 93323, 56911, 3127, 4192, 283254
GWAS:892	Age_related_Macular_Degeneration_NA_2016	171	343450, 3075, 10878, 3078, 3080, 10877, 81494, 2165, 259266, 360023, 23418, 163486, 388722, 56956, 127124, 53938, 60491, 4999, 8837, 1285, 1295, 55773, 55167, 5096, 10274, 253461, 3490, 55013, 839, 81579, 346171, 11074, 2794, 780, 389376, 135656, 394263, 100507679, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3122, 3117, 3119, 29990, 29992, 55063, 56257, 221908, 402573, 81628, 222950, 6733, 54517, 8797, 1030, 7046, 19, 9991, 10579, 118663, 59338, 387715, 5654, 1755, 399814, 80007, 10873, 5959, 8315, 145173, 5890, 8854, 3990, 4088, 11057, 6017, 6559, 1071, 1504, 5336, 3090, 7126, 26073, 23098, 113235, 55666, 91304, 1265, 10347, 23526, 2528, 718, 56927, 9322, 5819, 10452, 348, 341, 126147, 4318, 8224, 23539, 80115, 5155, 5465, 720, 721, 441272
GWAS:920	Multiple_Sclerosis_NA_2011	101	79258, 100287898, 2672, 7813, 388650, 965, 55765, 11262, 8320, 50650, 51300, 9657, 6565, 942, 10636, 55604, 257202, 2880, 442191, 2550, 4340, 3134, 11074, 135644, 5514, 780, 2968, 57176, 135656, 394263, 100507679, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 100507436, 4277, 7919, 534, 4795, 4049, 7940, 7916, 7917, 259215, 110599563, 80740, 9374, 80864, 10554, 6048, 4855, 10665, 3117, 3118, 3112, 5696, 5698, 6890, 3109, 3111, 3113, 3115, 1302, 7923, 6222, 9277, 10471, 54806, 116379, 3574, 3559, 643, 283149, 7132, 10956, 116986, 6302, 1594, 4234, 2581, 23274, 116028, 6774, 51174, 6198, 23031, 10437, 84769, 10055, 28968, 27120, 1591, 5594, 4689, 9758, 1756, 50814
GWAS:921	Type_1_Diabetes_NA_2011	246	5236, 260425, 10745, 54665, 26191, 440603, 10717, 56944, 3586, 25936, 22979, 3176, 2191, 25801, 133690, 56940, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8347, 3008, 3017, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 8970, 85236, 10279, 94026, 8340, 8329, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 282890, 26692, 26707, 442191, 81696, 81797, 26531, 26716, 10537, 2550, 4340, 346171, 3134, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 2794, 23, 5514, 28973, 79969, 221545, 8449, 170954, 11270, 9656, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 6293, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 8831, 221504, 578, 3710, 60468, 387103, 3559, 5551, 3481, 723961, 160365, 6490, 5869, 6821, 64375, 6231, 2065, 5036, 10019, 8315, 80724, 217, 8550, 89894, 80018, 10906, 283450, 6128, 5781, 4008, 677, 23274, 116028, 8651, 26471, 112869, 6799, 10664, 79170, 5771, 4772, 6510, 55423, 53347, 3560
GWAS:923	Primary_biliary_cirrhosis_NA_2015	132	7805, 3595, 26135, 115352, 163486, 4664, 6775, 23228, 57514, 55254, 56983, 29970, 3592, 57560, 10051, 286827, 80117, 10861, 3425, 4790, 7323, 150159, 3575, 133690, 3593, 3017, 11120, 29777, 94026, 8340, 8329, 8341, 3009, 442191, 89870, 29113, 170680, 6941, 5460, 3106, 401250, 4049, 199, 7916, 7917, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 3305, 4758, 80736, 10919, 7936, 6499, 1797, 7148, 1388, 80863, 9374, 10554, 177, 4855, 10665, 56244, 3122, 3119, 3112, 5696, 5698, 6890, 3108, 3111, 3113, 3115, 1302, 6257, 7923, 6015, 5252, 3696, 3663, 23534, 10410, 3338, 572, 56834, 283234, 8986, 1656, 7132, 4055, 51535, 5781, 5890, 91828, 1512, 23274, 116028, 8651, 7142, 84961, 5469, 51755, 10948, 2064, 22806, 124626, 55876, 94103, 1394, 4137, 284058, 3385, 255809, 10498, 78992, 6689, 6122
GWAS:924	Systemic_Lupus_Erythematosus_NA_2015	260	54991, 440603, 2212, 3918, 23057, 9887, 4688, 200734, 54842, 100131211, 4664, 2744, 6772, 6775, 57406, 54899, 5162, 29970, 55024, 7903, 6932, 10318, 63920, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3077, 8364, 3010, 8347, 3008, 3017, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 8969, 94026, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442191, 81696, 81797, 26716, 10537, 2550, 7932, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 2794, 23, 79969, 221545, 8449, 170954, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 3109, 3108, 3113, 3115, 1302, 3710, 64771, 6631, 54887, 23294, 6954, 222663, 50619, 51513, 7128, 2737, 3663, 23534, 9258, 4482, 83595, 54984, 286046, 66036, 640, 57705, 84159, 81490, 3265, 115399, 256329, 57661, 3665, 53841, 1815, 10522, 64787, 283232, 960, 121260, 23274, 3684, 3687, 29070, 84299, 2886, 22806, 124626, 55876, 94103, 2885, 84444, 3383, 3386, 7087, 100125288, 112812, 3385, 58506, 255043, 7332, 150223, 23753, 3310, 3127, 6343, 7499, 80231, 393, 8260, 5973, 3054, 8269, 3654, 10251
GWAS:925	Celiac_disease_NA_2011	249	127281, 79258, 100287898, 4774, 23169, 9887, 4688, 5996, 55765, 5966, 150962, 5194, 84542, 339804, 9736, 7514, 9173, 8809, 8807, 389015, 10477, 6775, 940, 29851, 2829, 1232, 1230, 729230, 1234, 9034, 4057, 83597, 79442, 23150, 57514, 941, 29970, 84162, 132612, 3558, 80762, 3662, 9856, 55604, 10590, 10050, 6568, 10786, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 11118, 11120, 696, 10473, 29777, 79692, 94026, 8356, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 257202, 2880, 114821, 282890, 442186, 26707, 442191, 81696, 81797, 26531, 26716, 116511, 2550, 4340, 346171, 3134, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 5514, 28973, 79969, 8449, 170954, 9656, 203068, 10211, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 1192, 4439, 401251, 7407, 4758, 80736, 10919, 717, 221527, 629, 7936, 7148, 1388, 9374, 10554, 6048, 177, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 6015, 6222, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 8831, 578, 3710, 84300, 117283, 221496, 4295, 6882, 23294, 222663, 7629, 50619, 5467, 1432, 60468, 387357, 5796, 9844, 57178, 923, 23187, 2113, 23316, 10019, 8315, 80724, 217, 80018, 10906, 5781, 677, 51621, 1445, 79748, 25989, 5771, 10666, 81502, 63925, 53347, 23308, 7332, 150223, 5880
