gwas_id	Disease	n	Genes
GWAS:79	Extreme_Height_GIANT_2013	123	9563, 4237, 23400, 6390, 3352, 25932, 22955, 9900, 10903, 26052, 8648, 109, 22979, 2202, 9451, 389058, 9654, 4691, 91869, 23429, 253461, 5922, 51319, 64778, 2693, 54876, 64151, 254251, 64399, 153241, 8974, 6583, 6584, 347732, 644994, 8364, 3010, 8365, 3107, 3106, 100507436, 199, 7916, 7917, 10919, 717, 8859, 7148, 1388, 64771, 389421, 387103, 57211, 155185, 2768, 10643, 57798, 30816, 84060, 257415, 1021, 11046, 195828, 22927, 8555, 5069, 6688, 5702, 5913, 5795, 2120, 55297, 8091, 8835, 8738, 10443, 23047, 4776, 5890, 4016, 57188, 176, 170691, 65990, 84264, 64428, 9780, 3487, 10238, 4215, 11325, 974, 91768, 84444, 4782, 51654, 6640, 63941, 1869, 11264, 84905, 2686, 57644, 26133, 55741, 10544, 10893, 128876, 55245, 8200, 11190, 140873, 51614, 6676, 8904, 10137, 9054, 9584, 51230, 51282, 140894, 2036, 1434
GWAS:80	Height__male__GIANT_2013	118	4237, 6390, 1301, 26052, 116461, 7042, 8648, 79823, 2202, 255101, 79840, 151295, 129563, 26137, 253461, 5922, 64778, 54876, 64151, 254251, 890, 55212, 64399, 6059, 54726, 4883, 153129, 8974, 6583, 6584, 3010, 3017, 8365, 170680, 54535, 6941, 3107, 3106, 100507436, 401250, 7919, 4795, 199, 7916, 7917, 10919, 7148, 3710, 64771, 5467, 389421, 387103, 57211, 155185, 2768, 221895, 1021, 3757, 57623, 11046, 195828, 22927, 8555, 169714, 728489, 64170, 7003, 29984, 2120, 8091, 8835, 8738, 57605, 10198, 8099, 196883, 4776, 5890, 9321, 4016, 57188, 176, 170691, 10238, 4215, 11325, 974, 91768, 54808, 593, 56915, 374907, 55101, 1869, 11264, 83658, 128869, 23054, 58476, 2686, 55741, 10544, 10893, 55245, 8200, 11190, 140873, 51614, 6676, 8904, 10137, 9054, 140823, 9584, 51230, 51282, 140894, 2036
GWAS:81	Height__female__GIANT_2013	151	6497, 4237, 23400, 6390, 22955, 317772, 9900, 10903, 26052, 116461, 7042, 65094, 8648, 79172, 109, 51277, 22979, 2202, 7429, 57695, 9125, 84812, 7701, 27148, 9654, 1593, 255101, 4691, 129563, 9470, 728763, 3699, 3700, 100526772, 375346, 51460, 5523, 55167, 253461, 5922, 51319, 64778, 54876, 64151, 254251, 64399, 4883, 153241, 8974, 347732, 3010, 3017, 8365, 3107, 3106, 100507436, 401250, 7919, 7916, 7917, 84300, 23294, 7629, 50619, 5467, 7005, 389421, 387103, 51534, 57211, 2099, 155185, 2768, 221895, 57798, 5189, 84060, 257415, 1021, 5324, 195814, 56169, 57623, 5069, 8939, 169714, 55719, 4004, 5702, 5913, 5795, 2120, 55297, 283375, 1431, 9924, 51561, 6773, 8091, 8835, 8738, 23047, 317761, 5890, 9321, 6457, 57188, 176, 170691, 1535, 114659, 6909, 4215, 11325, 974, 91768, 54808, 84444, 4782, 51654, 6640, 9139, 63941, 1869, 83658, 128869, 23054, 58476, 2686, 57644, 26133, 55741, 10544, 10893, 55245, 8200, 11190, 140873, 51614, 6676, 8904, 10137, 9054, 140823, 9584, 51230, 51282, 140894, 2036, 1434, 57169
GWAS:82	Height_GIANT_2014	1706	5590, 199990, 6497, 79906, 63976, 9563, 10747, 5394, 2475, 10218, 9696, 4237, 23400, 6390, 11240, 832, 440574, 978, 1889, 646262, 23028, 7798, 3352, 10236, 80818, 25932, 23585, 2134, 84676, 149420, 10256, 378807, 79727, 3151, 6195, 6548, 7802, 149175, 127687, 4520, 3633, 1298, 200172, 22955, 59269, 25974, 5052, 10327, 4678, 149483, 60313, 51249, 3652, 23139, 8503, 6491, 51727, 2301, 2306, 11124, 1031, 148979, 57708, 23169, 26289, 54810, 23576, 255631, 5586, 2959, 56267, 494115, 388649, 11146, 79871, 2672, 7813, 6125, 388650, 1301, 1952, 7482, 54879, 829, 4343, 389, 333926, 54834, 10885, 6913, 10352, 2330, 9557, 317772, 9900, 10903, 81611, 55793, 58497, 6944, 8394, 5710, 57592, 5298, 5993, 126637, 149499, 9826, 1314, 57216, 5396, 26052, 5279, 92346, 64326, 3915, 3918, 23179, 23127, 116461, 100381270, 5208, 9926, 51514, 5784, 55105, 128153, 7042, 29097, 80232, 56997, 339500, 116841, 65094, 339501, 51742, 10806, 26751, 285016, 7837, 6868, 8462, 192668, 130497, 130502, 57539, 4148, 9741, 114818, 54454, 165324, 388931, 80304, 2281, 51639, 375190, 9540, 375189, 8648, 79172, 109, 51277, 22979, 5443, 1788, 2976, 5496, 200634, 26160, 64838, 2646, 9577, 2355, 4052, 51232, 9637, 25797, 10602, 27436, 170850, 63892, 5495, 6519, 9581, 79823, 90423, 23433, 9419, 9655, 285051, 6711, 400954, 57142, 87178, 2202, 116143, 5534, 5093, 400961, 27332, 8291, 84913, 200523, 9451, 22934, 9648, 3987, 55289, 10018, 10096, 2736, 9394, 80122, 22930, 84083, 23518, 23190, 4175, 9839, 100526664, 4065, 55137, 115677, 57405, 26003, 9874, 79828, 79901, 6670, 50940, 129831, 5136, 4664, 2744, 6772, 5334, 7341, 51602, 2066, 285180, 3579, 10109, 151306, 25953, 64114, 375307, 6556, 58190, 7429, 57695, 9125, 84812, 7701, 617, 64320, 27148, 9654, 1593, 255101, 3549, 79840, 151295, 27013, 79137, 79411, 5798, 23704, 5270, 93010, 4691, 10316, 5147, 64708, 4880, 129563, 248, 9427, 646960, 9470, 26058, 389084, 1293, 547, 189, 79919, 728763, 3069, 4735, 9855, 10494, 666, 3708, 84818, 78987, 9686, 100129480, 23609, 5894, 79885, 7068, 10217, 50853, 5333, 1499, 4634, 10869, 3373, 9254, 51161, 51409, 1154, 7867, 1795, 9730, 23132, 51368, 54106, 11344, 132160, 51533, 56920, 23166, 64943, 440957, 55193, 26354, 55830, 28972, 6787, 3697, 3699, 3700, 389125, 100526772, 375346, 51460, 91869, 7474, 285331, 23272, 50650, 201625, 201626, 378, 201627, 2317, 5793, 27086, 23429, 253559, 10402, 131566, 1295, 214, 91653, 26137, 22820, 56941, 8971, 23129, 25847, 80254, 2047, 339855, 5523, 55167, 5096, 10274, 53833, 253461, 5922, 483, 5357, 7220, 57018, 79674, 51319, 2122, 64778, 2693, 8743, 54800, 55689, 79929, 55486, 1981, 131408, 9175, 200879, 6434, 344892, 604, 344901, 152137, 152877, 7884, 92305, 10460, 353497, 79441, 10608, 6002, 3083, 54360, 93624, 80273, 60312, 27201, 8532, 27146, 54876, 64151, 254251, 51274, 80008, 51088, 57728, 5981, 55728, 22998, 326340, 285527, 54940, 80157, 23142, 55858, 9575, 132954, 5978, 84273, 23284, 8671, 9508, 5593, 153020, 3184, 4299, 1758, 64116, 4790, 54790, 27068, 79642, 5393, 890, 55212, 7222, 2247, 11162, 166378, 1998, 2549, 2994, 64399, 10393, 6059, 54726, 152485, 345062, 80014, 100132463, 29102, 55322, 4883, 167127, 6502, 25836, 65250, 9631, 55100, 735, 1601, 2690, 100129792, 6414, 3001, 166979, 153129, 4214, 133383, 166968, 5144, 11174, 5295, 3842, 8546, 167555, 4437, 5924, 84059, 5122, 353189, 2241, 9315, 324, 153241, 1456, 6558, 2201, 171019, 100127206, 90624, 56990, 1437, 8974, 8572, 6583, 6584, 3659, 11127, 23338, 51128, 819, 9879, 79770, 84105, 347732, 5307, 51523, 2246, 1879, 6586, 8817, 644994, 23291, 153222, 51720, 2264, 10636, 345456, 345462, 30832, 9509, 8878, 51149, 9945, 2762, 6239, 6745, 654, 51439, 9972, 255488, 3400, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 8351, 8365, 10385, 11120, 696, 10473, 29777, 79692, 8970, 85236, 94026, 8356, 7718, 7746, 387032, 257202, 2880, 114821, 5987, 282890, 26692, 442184, 442186, 26707, 442191, 81696, 81797, 26531, 2550, 3134, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 5514, 170954, 57176, 389376, 135656, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 7920, 80740, 23564, 1192, 4439, 80737, 7407, 3305, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 3710, 84300, 117283, 221496, 4295, 2914, 3159, 221491, 11165, 100529239, 6204, 29993, 25803, 64771, 6631, 54887, 23294, 6954, 222663, 7629, 50619, 5467, 2178, 7005, 7287, 2289, 221481, 389383, 340204, 1208, 116369, 1432, 5603, 27154, 285848, 57699, 10817, 25862, 9477, 705, 896, 5754, 10864, 401262, 24149, 89845, 8464, 860, 23607, 222611, 221393, 114327, 9697, 26036, 51715, 1303, 27145, 26054, 4646, 7272, 594, 55603, 9096, 389421, 2309, 8763, 285755, 6610, 64780, 9841, 221264, 9896, 2444, 221294, 1300, 29940, 441168, 57120, 285761, 23493, 135112, 387103, 2037, 8417, 2070, 4829, 100126572, 51534, 57211, 3097, 7957, 84085, 257218, 23328, 10090, 2099, 4988, 51106, 49861, 56995, 6581, 10846, 155185, 2768, 113263, 3382, 85477, 2115, 9734, 256130, 3696, 10643, 29896, 90693, 221895, 9586, 23080, 25948, 11328, 6424, 2887, 23242, 346288, 349075, 2631, 51373, 26053, 5782, 222194, 57157, 5244, 5243, 10142, 57798, 30816, 5189, 84060, 257415, 1021, 7036, 51412, 43, 1523, 79974, 813, 611, 54927, 800, 4850, 23165, 647087, 26266, 64764, 80853, 9601, 26, 3757, 4846, 6604, 64478, 10395, 203069, 4017, 51312, 10863, 80005, 2796, 54793, 157313, 51435, 11030, 4067, 6224, 4342, 5324, 195814, 5179, 9760, 64168, 7227, 4856, 5168, 7373, 56169, 51571, 50807, 7038, 57623, 57210, 286128, 5339, 84875, 2907, 375686, 727957, 10171, 115426, 54796, 92949, 79817, 57704, 9827, 692094, 4882, 26206, 51754, 5125, 80318, 55582, 84267, 3190, 80010, 81689, 79670, 4920, 3376, 55035, 401541, 4969, 4958, 54829, 1842, 64768, 23299, 89846, 84270, 65268, 169841, 84909, 5727, 11046, 195828, 22927, 8555, 7111, 1306, 83856, 2218, 58499, 1902, 158399, 114991, 85301, 3371, 5069, 23245, 22954, 1955, 4702, 1759, 8939, 5900, 8019, 6256, 169714, 26086, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 1645, 8644, 83643, 5305, 55130, 5592, 220963, 288, 221035, 84665, 220202, 64081, 3189, 55680, 1763, 8034, 80312, 9231, 57178, 10105, 219654, 11155, 657, 55328, 84333, 387707, 54619, 23268, 1369, 55719, 84545, 57715, 84445, 79847, 10121, 51684, 81603, 403, 118980, 54838, 1586, 57412, 54805, 22978, 9644, 79991, 10935, 2869, 59338, 64077, 9679, 23172, 1488, 92565, 23410, 5719, 6150, 107987373, 3481, 723961, 3784, 117854, 4004, 7003, 406, 22800, 5682, 5140, 55553, 6207, 5286, 4925, 144108, 120534, 744, 9409, 120071, 51317, 1643, 53, 10062, 8567, 4607, 6688, 91252, 5702, 5913, 10658, 4722, 23788, 79841, 23360, 23279, 5795, 79346, 2346, 81327, 81309, 390148, 219447, 81168, 282775, 219464, 390154, 219477, 390162, 219487, 390167, 187, 85456, 25921, 51075, 1500, 9415, 402, 29907, 113130, 387778, 823, 23649, 10435, 5977, 220359, 5017, 1521, 9158, 9092, 8722, 5091, 29984, 4041, 219931, 26579, 55107, 25884, 254225, 143570, 10825, 871, 56946, 220388, 54843, 23187, 11181, 1656, 1798, 9854, 25988, 64137, 79671, 23365, 79864, 390259, 2313, 283358, 894, 2120, 79370, 4040, 1027, 121504, 55766, 51729, 440087, 5139, 53919, 10599, 6579, 6660, 55297, 55711, 51290, 196528, 9169, 81539, 54407, 55089, 23371, 84975, 121340, 283375, 283373, 1431, 9924, 51561, 6773, 319, 4640, 4665, 115557, 65012, 2583, 10956, 116986, 6302, 1019, 1594, 4234, 25895, 10102, 10677, 10106, 338811, 8091, 84298, 51643, 10818, 10576, 144455, 28977, 8835, 8738, 50511, 55332, 51019, 55010, 3479, 6996, 83468, 55188, 90488, 80298, 23389, 26259, 6175, 121665, 605, 22877, 254050, 56616, 65082, 6249, 9735, 23457, 57605, 10198, 91574, 8099, 55206, 387893, 10959, 1967, 196385, 144347, 9612, 6541, 90634, 10443, 23047, 90627, 57511, 23143, 84650, 3839, 57213, 10206, 283518, 220107, 1910, 643677, 8881, 65110, 283489, 57096, 56339, 100507650, 57594, 90673, 599, 8106, 51310, 4901, 100528064, 4738, 51292, 161424, 27141, 1241, 196883, 11035, 4776, 89874, 23034, 3895, 23002, 64582, 112849, 51528, 317761, 4990, 4331, 5583, 23224, 2100, 100529261, 2342, 100529261, 4149, 5890, 64093, 89932, 8650, 399671, 646658, 4053, 27030, 97, 79696, 91754, 10972, 10516, 9321, 161176, 55778, 51550, 9895, 4140, 115708, 7517, 11261, 11339, 51203, 51103, 23168, 3706, 4058, 2200, 9101, 373509, 23431, 388121, 1588, 6095, 145741, 4091, 4088, 7090, 4649, 123228, 196996, 5315, 56965, 60677, 161514, 4016, 9399, 5371, 3671, 64220, 54939, 79661, 4123, 25942, 5780, 55272, 9051, 10099, 6457, 57188, 54993, 84942, 4828, 23478, 9640, 57538, 5151, 11214, 64410, 176, 145864, 4240, 11057, 6017, 55215, 5428, 374655, 8826, 91433, 145814, 170691, 22856, 9091, 57799, 117166, 197335, 84219, 146330, 79006, 65990, 124093, 84264, 64428, 64788, 30812, 9351, 4913, 7249, 5310, 25837, 57524, 64223, 283870, 283871, 1877, 1775, 1632, 21, 899, 80178, 84891, 7755, 7760, 1387, 115, 440335, 79641, 84656, 29855, 5493, 7874, 146279, 23042, 123803, 54700, 6296, 116285, 55623, 112479, 81691, 123879, 57149, 253982, 253980, 124446, 9344, 8479, 8448, 64282, 64400, 25894, 146212, 55282, 51673, 29800, 3291, 9114, 79567, 146206, 81577, 80152, 5699, 3931, 6560, 10725, 28987, 11060, 91862, 23035, 164, 342371, 9798, 55565, 10428, 124491, 10143, 51741, 80790, 10200, 83716, 100506581, 79791, 81631, 23174, 1535, 348180, 9780, 6687, 55275, 201243, 1140, 57659, 643664, 8742, 407977, 8741, 6462, 7157, 1949, 84316, 124637, 1107, 84667, 5187, 84314, 54785, 9212, 399512, 29098, 7566, 6416, 55090, 3768, 26118, 116236, 90313, 28964, 124930, 84940, 85464, 55803, 4763, 4974, 84440, 55352, 55813, 23512, 114659, 55288, 9349, 7153, 3487, 535, 3292, 80347, 6945, 29893, 162427, 7283, 27175, 2826, 8506, 2145, 10266, 284071, 124808, 80174, 4185, 146909, 79877, 4836, 113026, 79777, 124790, 9842, 7473, 124989, 9520, 3837, 55163, 79170, 51226, 4779, 10951, 29916, 8631, 3213, 284076, 516, 65264, 11267, 2695, 10642, 124872, 22834, 4831, 654364, 54799, 162282, 339210, 8526, 54828, 6909, 9496, 81033, 10238, 4215, 92335, 57003, 11325, 5705, 6603, 1444, 974, 6329, 3384, 55852, 8313, 5578, 22901, 9120, 5608, 2885, 9489, 9267, 57602, 7077, 100653515, 23347, 81929, 55125, 80000, 114799, 171586, 57534, 91768, 85019, 8780, 6760, 143471, 201501, 9811, 54808, 4772, 113177, 84444, 4782, 284422, 1938, 5605, 3643, 81794, 1786, 84971, 65095, 57153, 3609, 7568, 55723, 27151, 4650, 83483, 93343, 27106, 1463, 404037, 53345, 57794, 23383, 54815, 83983, 51079, 374887, 148113, 51291, 57130, 94039, 9745, 27033, 9757, 374900, 147923, 199704, 163255, 51276, 22835, 83889, 23094, 641649, 593, 56915, 374907, 55101, 478, 2901, 5452, 162989, 2931, 2077, 23152, 5050, 284338, 284339, 1954, 84518, 653583, 7515, 390940, 126298, 346, 344, 1209, 388553, 147912, 1760, 1762, 81492, 3171, 25943, 5111, 3642, 955, 598, 22974, 85366, 51654, 6640, 9139, 63941, 1869, 11264, 84905, 83658, 84557, 128869, 23054, 58476, 2686, 55902, 57644, 26133, 55741, 10544, 10893, 3692, 128876, 55245, 8200, 11190, 140873, 51614, 6676, 8904, 10137, 9054, 140823, 9584, 51230, 51282, 140894, 2036, 25980, 140711, 25939, 5933, 6185, 3929, 7529, 80336, 10564, 1434, 6780, 55661, 57169, 6615, 5770, 2778, 6227, 81928, 7074, 6647, 57466, 3772, 2078, 7327, 1291, 1292, 7332, 150223, 8224, 8398, 23466, 23492, 9145, 10454, 4248, 54471, 80274, 54754, 403253, 81328, 1474, 116115, 119749
GWAS:84	Rheumatoid_Arthritis_NA_2010	157	260425, 10745, 54665, 26191, 79722, 26212, 387032, 84547, 80317, 114821, 442191, 81797, 2550, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 2794, 80742, 23, 5514, 79969, 8449, 11270, 9656, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 6015, 6293, 6222, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 5252, 51596, 8831, 221504, 578, 3710, 84300, 117283, 221496, 4295, 958
GWAS:330	Type_1_Diabetes_NA_2009	161	260425, 10745, 54665, 26191, 440603, 10717, 25801, 55604, 10786, 3017, 8351, 3007, 11118, 11120, 696, 8341, 3009, 8356, 7718, 80345, 7745, 84547, 64288, 9753, 114821, 282890, 442184, 442186, 442191, 81696, 81797, 26531, 2550, 7932, 4340, 346171, 3134, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 23, 79969, 8449, 170954, 9656, 203068, 10211, 780, 57176, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7940, 199, 7916, 7917, 55937, 57827, 7918, 58496, 80741, 7920, 259215, 110599563, 80740, 4439, 80737, 57819, 3305, 3304, 4758, 80736, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 5252, 8935, 3481, 723961, 7054, 6490, 5869, 6821, 64375, 2065, 23344, 6601, 10019, 23274, 112869, 5771, 4092, 10666, 55423, 53347, 55954, 84164, 8897, 150280
GWAS:371	Crohn_s_Disease_IBDgenetics_2010	187	9341, 8863, 10911, 400757, 149233, 4582, 2629, 10712, 10067, 1196, 57657, 5313, 2224, 55870, 55154, 55249, 7818, 23208, 6016, 9181, 6746, 51744, 23046, 1788, 63892, 5966, 150962, 5194, 9173, 8809, 8807, 389015, 130132, 66037, 5334, 11262, 55054, 6295, 8527, 51517, 51447, 3615, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 386724, 29925, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 91869, 152831, 6133, 23548, 5562, 64167, 4012, 8974, 8572, 6583, 6584, 3659, 80762, 345611, 91975, 3593, 54901, 3135, 780, 2968, 3107, 4277, 401250, 7919, 534, 4795, 4049, 7124, 7940, 259197, 717, 629, 7936, 6499, 7148, 1388, 4855, 3117, 3118, 3112, 3111, 60468, 84624, 8635, 11116, 27241, 6575, 3717, 11172, 3641, 9966, 728489, 64170, 6621, 10807, 23203, 56623, 9919, 8453, 1390, 170370, 170371, 253430, 55847, 1959, 159296, 55553, 745, 746, 9415, 3992, 5331, 572, 56834, 120892, 160857, 144811, 677, 8477, 161725, 10125, 4088, 1201, 1201, 26471, 112869, 6817, 11273, 7284, 25970, 487, 79874, 113, 29117, 85407, 64127, 1540, 6347, 124626, 55876, 94103, 6774, 284119, 5771, 22904, 11140, 2524, 10616, 55612, 140733, 26205, 51750, 8771, 10139, 84619, 140685, 7332, 150223, 8897, 150280, 6122
GWAS:372	Ulcerative_colitis_IBDgenetics_2011	155	643988, 728661, 79258, 100287898, 388591, 54546, 23252, 30814, 127550, 400757, 149233, 338324, 2212, 2213, 23271, 55765, 23046, 779, 9261, 5966, 150962, 5194, 84542, 3579, 10109, 2859, 64090, 440955, 65010, 1951, 51517, 51447, 3615, 646498, 375341, 7375, 2876, 387, 6988, 275, 84276, 1605, 8927, 327, 4485, 63891, 9807, 389118, 389119, 7318, 10293, 79012, 4486, 84315, 10180, 10181, 6405, 2779, 27086, 11076, 1611, 613212, 29930, 815, 135644, 10107, 170679, 6941, 4277, 534, 4795, 3305, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 56244, 3122, 3123, 3117, 3119, 3112, 3109, 85021, 155185, 2768, 5879, 402682, 43, 1811, 1738, 3912, 3663, 23534, 6867, 3717, 11172, 3641, 9966, 26086, 728489, 64170, 6621, 10807, 23203, 56654, 25920, 8453, 1390, 159296, 79847, 10121, 51684, 4046, 4246, 84441, 25996, 120400, 54827, 2026, 1822, 83729, 28984, 51077, 51333, 146198, 1504, 10428, 124491, 5409, 2064, 22806, 124626, 55876, 94103, 6774, 26205, 51750, 8771, 10139, 84619, 7477, 400935
GWAS:375	Rheumatoid_Arthritis_NA_2014	209	55229, 127281, 11240, 23569, 200734, 55604, 10590, 221613, 255626, 10050, 10786, 10246, 10475, 3024, 3006, 3077, 8334, 3017, 8365, 10385, 11119, 10384, 11120, 29777, 10279, 94026, 8341, 8356, 26212, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 257202, 2880, 114821, 81696, 26531, 26716, 116511, 10537, 2550, 7932, 4340, 346171, 3134, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 5514, 28973, 79969, 221545, 8449, 170954, 11270, 9656, 10211, 780, 2968, 57176, 389376, 135656, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 6293, 6222, 9277, 10471, 5863, 51596, 8831, 221504, 3710, 84300, 117283, 221496, 4295, 11165, 100529239, 6204, 29993, 25803, 116369, 51513, 222659, 4794, 441151, 57505, 7128, 84918, 8635, 11116, 1235, 84159, 219790, 1959, 6441, 5583, 2886, 5771, 10666, 326, 720, 721, 27334, 84636
GWAS:376	Rheumatoid_Arthritis_NA_2014_2	269	127281, 79258, 23569, 149175, 3633, 260425, 10745, 54665, 26191, 440603, 10717, 204851, 56944, 148281, 3570, 2212, 5966, 150962, 200734, 4664, 6775, 940, 23228, 8320, 9034, 118429, 132612, 79722, 90355, 55604, 29777, 79692, 10279, 26212, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 257202, 2880, 114821, 5987, 282890, 26692, 442184, 442186, 26707, 442191, 81696, 81797, 2550, 7932, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 89870, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 80742, 23, 5514, 28973, 79969, 221545, 8449, 170954, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3111, 3113, 3115, 1302, 6257, 7922, 7923, 6015, 6293, 6222, 8705, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 5252, 51596, 8831, 221504, 578, 3710, 84300, 117283, 221496, 4295, 51513, 4794, 7128, 1235, 3663, 23534, 6366, 259308, 26147, 7185, 3559, 5588, 2625, 84159, 81619, 7189, 746, 23187, 1656, 6490, 5869, 6821, 64375, 6231, 2065, 3798, 10956, 116986, 1019, 1594, 25895, 10102, 10677, 57511, 677, 10125, 51061, 10847, 84961, 51755, 93210, 2064, 124626, 55876, 5771, 3386, 112812, 3385, 7297, 5141, 57727, 958, 3460, 757, 1827, 53347, 23308, 150223, 6122, 721, 393, 8260, 5973, 3054, 8269, 3654
GWAS:864	Skin_fluorescence_NA_2014	103	23254, 114784, 1600, 26289, 9722, 7399, 56997, 55083, 23040, 1496, 53353, 2066, 27255, 152330, 491, 79750, 55799, 50650, 2272, 5793, 9223, 23150, 6092, 4045, 131034, 22871, 254827, 57537, 80333, 323, 55714, 1501, 5144, 6586, 91522, 10667, 442213, 154215, 23328, 5071, 10846, 221935, 1607, 1124, 273, 107, 64409, 9863, 5218, 375612, 26047, 1804, 64478, 137868, 10, 6595, 169792, 5789, 158038, 23245, 1289, 55691, 65217, 29119, 140766, 10718, 27122, 26011, 1740, 53942, 84623, 50863, 4978, 283455, 92293, 121256, 51761, 11278, 10082, 728215, 23026, 64067, 64093, 9369, 6095, 4016, 54715, 9951, 79068, 51741, 80790, 1012, 23302, 40, 114876, 140733, 11122, 1002, 5651, 861, 9215, 23779, 25817
