diff_id	Disease	n	Genes
drug:1	1_25_dihydroxyvitamin_d	528	1051, 54541, 2495, 2539, 6273, 826, 1591, 8140, 3868, 3489, 51702, 2512, 3091, 9862, 2950, 1152, 3854, 7316, 548596, 293, 6382, 6230, 445, 6590, 57402, 53833, 728689, 25824, 7388, 4715, 140576, 1647, 3914, 728113, 64073, 9531, 654364, 2197, 7378, 9124, 6993, 2091, 286887, 5687, 57451, 191, 6136, 6633, 5493, 7384, 51690, 6132, 1069, 7846, 292, 10577, 5052, 25864, 400916, 654483, 3861, 760, 23521, 8664, 3098, 84418, 4792, 4830, 1329, 3853, 23478, 6520, 6224, 6637, 5042, 2171, 7417, 10874, 3992, 55651, 4885, 4726, 1396, 3485, 10487, 5315, 5654, 2878, 5597, 2876, 401505, 200916, 6624, 1509, 6510, 10519, 51132, 11315, 3315, 3728, 6124, 6122, 6888, 55902, 84650, 7739, 55287, 3692, 6307, 6166, 7056, 22943, 3613, 5464, 8668, 8804, 29108, 999, 929, 6156, 10509, 10653, 5425, 6235, 1537, 1350, 64979, 231, 55559, 6748, 5621, 4697, 6193, 388962, 6723, 27243, 25873, 6188, 10296, 1307, 4706, 3399, 708, 6202, 302, 9935, 4694, 5660, 10276, 11331, 23474, 8673, 4267, 84681, 55505, 63905, 5714, 65985, 6173, 81892, 6204, 2274, 6164, 9314, 2597, 553115, 57820, 64981, 6144, 28969, 29984, 10589, 822, 6135, 977, 23191, 5702, 1192, 4536, 10574, 55224, 1351, 1366, 4696, 9045, 6228, 873, 81, 201725, 3326, 51142, 353, 6154, 9377, 7851, 2821, 1001, 8666, 27242, 9791, 682, 8761, 27237, 5705, 8407, 6282, 2317, 8877, 50805, 197370, 51079, 1717, 30968, 56937, 5438, 471, 1347, 25764, 27089, 5245, 8409, 1175, 64951, 7538, 6191, 6626, 5603, 3312, 5836, 2196, 3397, 389541, 163732, 10552, 39, 5499, 3094, 219927, 54914, 2746, 100188893, 254427, 633, 5437, 29058, 4711, 81552, 37, 81567, 706, 79714, 7866, 25987, 4835, 25, 54460, 10095, 6464, 9244, 2771, 11332, 9804, 1212, 64207, 2109, 51335, 5270, 4814, 114569, 27346, 3418, 55173, 140465, 4942, 6222, 47, 27339, 10011, 11222, 51253, 7311, 3281, 50814, 113829, 6227, 10226, 11261, 3265, 6159, 22838, 2992, 5349, 6134, 7086, 1936, 7037, 9296, 54751, 79077, 51287, 3065, 51330, 1933, 4048, 1978, 1019, 84262, 3337, 1603, 5688, 284996, 10899, 2067, 8815, 10360, 3163, 51650, 64976, 8607, 481, 79720, 9982, 3872, 4837, 10410, 2706, 1515, 8870, 10581, 991, 8519, 4502, 11065, 9168, 55827, 7045, 1718, 10409, 10769, 3866, 4478, 857, 6591, 116154, 7277, 9741, 55959, 27338, 4501, 3838, 5216, 9232, 4232, 10468, 4953, 2810, 4494, 754, 994, 891, 93621, 10397, 6726, 8727, 3945, 29127, 894, 1164, 5479, 27249, 2014, 871, 2621, 84617, 308, 2152, 5358, 24147, 29968, 6207, 3151, 6678, 4493, 4496, 10933, 9500, 645745, 51522, 54492, 81853, 2150, 25976, 10112, 4869, 6386, 6856, 10626, 10728, 81610, 5901, 10541, 1848, 4001, 55536, 54407, 71, 6152, 7280, 3303, 6502, 65989, 169611, 9076, 7374, 3106, 6133, 10383, 10628, 9553, 347902, 9709, 51504, 468, 3927, 8560, 103, 378, 5720, 10379, 6289, 4599, 3032, 1942, 5111, 8655, 10477, 3301, 5176, 6128, 83439, 11258, 1072, 1666, 51278, 1284, 8076, 3146, 26227, 890, 3107, 51187, 81706, 3306, 6446, 10212, 1033, 5538, 59338, 7009, 6187, 3611, 5694, 1289, 3939, 203068, 746, 3685, 57761, 2107, 967, 7106, 3320, 3714, 6727, 1465, 27020, 56984, 147495, 3460, 83461, 3959, 3190, 79413, 84722, 701, 7083, 6418, 51729, 10413, 1475, 1290, 9246, 51307, 7041, 3646, 9919, 1265, 7314, 55272, 1345, 55143, 27075, 1460, 54838, 1808, 6836, 58489, 56034, 92667, 7534, 11130, 4061, 100133941, 22974, 10627, 3486, 115817, 26147, 3309, 11224, 9833, 4282, 10155, 26471, 3183, 2305, 3918, 51510
drug:2	1_2_4_benzenetriol	535	5055, 3043, 3040, 5473, 9935, 5552, 2517, 7076, 6164, 3576, 3303, 6235, 83442, 2920, 5551, 6347, 2512, 7305, 5196, 6279, 6170, 7296, 3553, 1593, 2495, 11188, 3105, 1848, 7311, 728, 6205, 2921, 23179, 929, 10169, 7941, 2207, 84790, 2597, 1043, 6446, 4478, 51567, 967, 1545, 23657, 6386, 915, 7095, 6280, 4710, 3320, 4946, 2919, 6176, 1102, 6229, 54210, 4900, 7846, 10135, 6888, 10365, 8031, 25976, 55803, 2791, 6147, 51669, 6144, 6230, 5052, 5597, 1230, 133, 1026, 6354, 3720, 22856, 10855, 10221, 9592, 5791, 3133, 896, 5908, 10312, 1345, 4694, 8569, 3988, 10125, 37, 6233, 6135, 23603, 1192, 65108, 527, 526, 4688, 11337, 23531, 1959, 6166, 54741, 3930, 7097, 56882, 2162, 2079, 7388, 7049, 2069, 29796, 55505, 994, 55700, 11342, 1351, 8519, 3304, 55082, 1439, 51504, 2539, 7317, 391, 1337, 2316, 5577, 27430, 11345, 2717, 10063, 7538, 80301, 537, 81892, 1072, 5226, 1445, 81688, 51094, 6520, 1153, 8530, 414062, 1318, 1051, 9235, 7316, 55048, 27020, 206358, 9976, 10971, 4707, 8407, 830, 54502, 6793, 3687, 81855, 1066, 5692, 56910, 366, 7295, 51278, 1347, 2353, 409, 3337, 7178, 10105, 9802, 23558, 64114, 6367, 9528, 4218, 51316, 4259, 3190, 4360, 6647, 51696, 7277, 90, 10578, 23645, 9452, 9525, 6879, 4953, 54407, 64131, 746, 55654, 8848, 1326, 811, 4818, 8992, 5209, 2664, 9741, 9218, 64092, 57142, 10318, 9146, 9046, 55640, 23601, 3936, 7071, 8459, 59286, 54971, 57192, 29956, 7791, 308, 788, 10581, 7297, 969, 4697, 126298, 9296, 65264, 3188, 26994, 5315, 1487, 6152, 23764, 6374, 10923, 91300, 1396, 23166, 7324, 3241, 9284, 8440, 10525, 23130, 9034, 963, 10376, 51157, 6134, 3123, 3127, 7045, 3122, 6122, 6128, 26986, 6130, 6124, 2219, 972, 6275, 6281, 4736, 4318, 6653, 7431, 51386, 302, 6191, 6143, 5042, 3115, 4069, 6277, 6222, 4502, 5538, 51132, 11118, 10437, 4496, 3181, 6207, 3939, 6193, 3113, 6161, 5660, 645745, 6175, 1512, 6204, 4904, 2335, 3575, 719, 10412, 11224, 10094, 6138, 103910, 10550, 6146, 754, 241, 26053, 8667, 55771, 6156, 1471, 100132406, 55737, 54918, 6209, 5757, 10095, 55142, 4494, 3148, 6039, 728689, 8673, 822, 4501, 3108, 2923, 6136, 6169, 217, 3091, 1974, 6224, 4753, 8481, 6304, 51131, 10875, 6137, 5376, 2971, 3646, 931, 5901, 472, 7644, 6132, 100, 115207, 3151, 718, 10575, 6155, 3921, 5501, 170960, 100188893, 728358, 4869, 3820, 57570, 328, 11331, 80208, 6154, 3117, 5879, 3109, 7009, 23451, 5654, 285231, 387, 9584, 10346, 4048, 23406, 90338, 1475, 10983, 11031, 4493, 57018, 4332, 951, 8666, 293, 2534, 3689, 55251, 3118, 23181, 3106, 6187, 5223, 57035, 9056, 6217, 4005, 1915, 10457, 9459, 7188, 23360, 5450, 5997, 4615, 3150, 6451, 57178, 7555, 6125, 9550, 8635, 3394, 6203, 9709, 5216, 6189, 8905, 7360, 11315, 8870, 79668, 1880, 9770, 11222, 4790, 64747, 53938, 8683, 3945, 1938, 1027, 4666, 3074, 7852, 6202, 2896, 9404, 6633, 3003, 1808, 55656, 834, 27316, 914, 28972, 10487, 80135, 4601, 10972, 925, 10161, 483, 5018, 10130, 3094, 199, 203068, 10781, 9847, 64759, 10109, 51727, 55585, 25873, 79180, 4190, 10096, 27249, 120, 3685, 27335, 55577, 10289, 23412, 694, 975, 114908, 100132247, 64781, 54981, 5175, 7529, 29803, 5937, 1937, 11010, 9936, 51466, 6167, 5464, 7940, 8881, 4067, 6993, 4125, 8115, 3134, 3059, 51335, 25957, 3398, 2876, 1655, 6185, 22948, 23369, 29940, 27074, 55625, 9450, 57396, 3937, 307, 11119, 50856, 55023, 6727, 6775, 1315, 29909, 79101, 26521, 3065, 689, 25939, 51123, 397
drug:3	1__3__trifluoromethyl_phenyl_piperazine	496	2224, 4852, 6307, 3638, 1718, 3157, 1543, 3422, 6520, 183, 8763, 255738, 1471, 81631, 55281, 3429, 435, 4616, 1622, 373156, 127262, 197, 23710, 7850, 6142, 1476, 57817, 11057, 5478, 4537, 4519, 900, 6713, 3484, 8804, 6138, 91543, 6303, 9349, 1978, 6193, 1593, 3156, 5265, 5476, 1514, 1728, 9296, 27013, 6155, 6132, 6888, 6176, 6171, 445, 664, 6209, 10410, 221357, 63898, 2330, 11274, 55089, 64975, 10226, 10625, 2805, 6050, 3920, 6217, 694, 5111, 6210, 10682, 10457, 7358, 5037, 8706, 5250, 9218, 3665, 1655, 4904, 2944, 1652, 6628, 10575, 9516, 1508, 79791, 80255, 55902, 10577, 6223, 4736, 2182, 6187, 81579, 64108, 1824, 2222, 8560, 116519, 50814, 967, 6154, 3615, 6385, 6141, 4814, 84275, 7448, 6231, 3073, 83606, 10728, 2, 7832, 7844, 1211, 2271, 6228, 8673, 4536, 6576, 54407, 200916, 6135, 255394, 7533, 51382, 710, 6208, 8887, 10016, 64114, 684, 10654, 7514, 2950, 140465, 51368, 6205, 10542, 8660, 201163, 6169, 10094, 58489, 4535, 54541, 39, 4170, 55435, 8722, 7132, 6430, 84897, 950, 1611, 57104, 54888, 8870, 10140, 440400, 805, 5094, 140735, 6134, 1717, 1936, 1312, 6157, 4953, 283, 6234, 54458, 5901, 6173, 158747, 6856, 58526, 2521, 54941, 27246, 6309, 2896, 4708, 1939, 6634, 55151, 6643, 5728, 6191, 6202, 10971, 7532, 51573, 79590, 3151, 6160, 11130, 116064, 9114, 1832, 54602, 6130, 10628, 47, 3309, 3158, 6817, 27284, 7184, 5950, 383, 2203, 7104, 5264, 344, 3304, 1373, 1491, 1571, 11001, 5284, 2938, 7873, 1666, 55825, 3240, 2632, 23743, 7276, 2335, 6554, 10841, 9601, 2876, 5034, 2542, 7366, 51141, 10952, 3336, 350, 563, 336, 5464, 259, 10130, 79174, 462, 51669, 27232, 3315, 4715, 9168, 345, 7381, 2109, 1647, 134147, 5611, 1891, 23480, 5858, 345275, 90701, 27230, 84830, 6647, 8637, 3939, 58505, 2746, 10449, 2266, 5479, 722, 4258, 8630, 432, 6727, 594, 5686, 4697, 51129, 84129, 2173, 374882, 81555, 4547, 9709, 5052, 341, 5687, 6184, 3303, 22977, 7316, 3032, 3290, 718, 2267, 51522, 10455, 60559, 5169, 10370, 6390, 2706, 4729, 23753, 4709, 10157, 3426, 55847, 4512, 3875, 2158, 8991, 56994, 1345, 28959, 5162, 2620, 6391, 2538, 746, 6747, 4717, 7314, 9789, 4711, 57213, 27069, 79717, 10809, 2328, 957, 57447, 5002, 211, 3075, 5683, 4259, 3242, 2638, 635, 131118, 7114, 5092, 3931, 5053, 1051, 6500, 4502, 93621, 3329, 5446, 213, 2597, 23479, 847, 4837, 6514, 10857, 2159, 4925, 79814, 9936, 5207, 966, 6302, 51303, 224, 116285, 127435, 57804, 335, 11014, 811, 29074, 26063, 191, 5627, 10263, 51, 51569, 10959, 5690, 1528, 475, 81671, 8424, 7167, 2584, 8655, 1512, 201895, 9871, 23498, 223, 51726, 2184, 3418, 6648, 26275, 90637, 6291, 10550, 1036, 2147, 6125, 9554, 10960, 5345, 5682, 4247, 26061, 716, 132, 5919, 346, 27089, 51733, 7360, 8508, 2108, 1582, 2098, 10924, 34, 4713, 51727, 4700, 217, 725, 54940, 63924, 26268, 6189, 378, 929, 100507203, 677, 8801, 57412, 284111, 4190, 221035, 5860, 84263, 1351, 10327, 10480, 9804, 51144, 2593, 23478, 7178, 1958, 23576, 2052, 2946, 7280, 788, 665, 51156, 5689, 3034, 10861, 10987, 90411, 4720, 51128, 37, 6746, 143941, 6038, 6950, 83752, 3078, 51166, 4695, 33, 1075, 3150, 1603, 51639, 4257, 1356, 55069, 8802, 27249
drug:4	1__4_methoxyphenyl_piperazine	512	2224, 3638, 6281, 6307, 197, 1718, 8763, 373156, 1471, 5901, 1543, 255738, 3422, 3157, 1622, 6136, 6132, 7850, 6888, 4852, 1508, 4904, 6210, 10575, 10457, 6130, 6188, 1476, 6135, 4666, 183, 1936, 6209, 6141, 6191, 5478, 6187, 6203, 6223, 10226, 127262, 6228, 900, 51382, 23710, 10577, 6194, 6138, 9446, 6176, 4869, 1312, 967, 3856, 55281, 6147, 200916, 6128, 6146, 6125, 1978, 10016, 9349, 9516, 27246, 468, 6234, 1933, 6217, 11224, 64975, 9296, 6157, 6159, 10092, 2330, 6175, 3615, 6193, 6713, 6133, 11057, 9124, 27013, 6050, 3875, 4616, 140465, 6169, 10542, 8560, 1728, 7417, 6520, 6143, 1211, 7311, 6155, 5111, 6142, 1824, 6173, 80255, 23412, 6208, 10094, 6124, 6205, 3156, 2280, 1832, 25814, 51372, 10541, 689, 2171, 29097, 7533, 114971, 3958, 25824, 79897, 25996, 4814, 5250, 4537, 55168, 6134, 3182, 6166, 4738, 3921, 292, 6206, 8666, 6189, 6154, 6202, 708, 255394, 5036, 1611, 8894, 10412, 79590, 81631, 50814, 58489, 91543, 5688, 5223, 1495, 10539, 58526, 6171, 735, 63898, 10726, 28958, 2896, 9097, 64114, 254863, 6633, 6303, 1316, 308, 10971, 6418, 23585, 4736, 26517, 51264, 10209, 10109, 471, 10406, 6224, 5436, 4170, 6144, 55435, 6160, 140735, 6643, 55651, 8668, 51241, 1939, 10899, 6164, 8887, 7358, 51100, 51368, 353, 2992, 6231, 29107, 4780, 805, 2167, 5204, 55907, 6628, 100128731, 6230, 55081, 3838, 10682, 8804, 2222, 6227, 84987, 9517, 10376, 51060, 116541, 55844, 79791, 6993, 10519, 80213, 7001, 10625, 5728, 3191, 6856, 5094, 11213, 51699, 50848, 23597, 201931, 201163, 2958, 221357, 55335, 5476, 10654, 5093, 28972, 383, 5950, 3304, 7184, 3309, 3158, 1373, 6817, 1571, 7276, 2335, 3240, 6999, 3315, 8637, 11001, 3303, 27284, 2938, 5264, 2203, 3263, 350, 344, 1491, 7104, 7873, 7366, 5105, 5284, 9168, 55825, 27232, 4512, 90637, 9601, 2266, 23743, 2173, 3336, 7314, 4143, 2632, 259, 2239, 2542, 1666, 7316, 5053, 336, 8991, 1036, 4502, 6291, 79174, 10841, 5464, 694, 5627, 2746, 345, 563, 7367, 51, 462, 22977, 3028, 4513, 1891, 3337, 56994, 2805, 345275, 5265, 51669, 10130, 3934, 51129, 10370, 10166, 1051, 6554, 706, 9709, 213, 10449, 594, 5034, 221035, 2158, 283, 223, 2328, 335, 191, 79717, 10809, 90701, 5611, 1652, 10628, 325, 847, 8630, 1647, 3426, 10952, 5207, 51142, 2538, 84830, 23753, 5860, 445, 5858, 55847, 3162, 84129, 2706, 27230, 134147, 3484, 201895, 400916, 4547, 2109, 374882, 3290, 4257, 2597, 4715, 60559, 23480, 1351, 6302, 6647, 3075, 6390, 2184, 51522, 6038, 3242, 28959, 4258, 10157, 211, 5004, 1149, 10455, 55089, 3032, 5340, 6898, 5169, 284111, 5002, 2, 57447, 51141, 710, 57213, 337, 10263, 4247, 432, 746, 811, 10808, 2159, 3329, 10857, 5092, 3078, 6747, 3939, 5479, 3034, 5919, 51128, 1347, 4259, 635, 9554, 26063, 4717, 7263, 5345, 224, 346, 2267, 8424, 7381, 1512, 3187, 2946, 2098, 9936, 90411, 81555, 7360, 10171, 9871, 9563, 4837, 4697, 26268, 5446, 5162, 4925, 2147, 27165, 4189, 54206, 7307, 55069, 51726, 10924, 3725, 91947, 9789, 722, 5624, 4709, 11232, 6184, 57804, 6391, 2638, 7071, 84681, 718, 10327, 81671, 4729, 26275, 3429, 5683, 10960, 1314, 4190, 2108, 948, 2584, 9588, 33, 1329, 966, 3931, 378, 11014, 341, 7114, 3301, 1528, 9375, 374291, 10949, 957, 217, 3418, 3151, 79814, 10544, 80344, 116285, 162417, 23498, 788, 83592, 25879
drug:5	1_benzylpiperazine	492	2224, 197, 3638, 6307, 373156, 3934, 3157, 255738, 51382, 5901, 2171, 8763, 6281, 1718, 3856, 3422, 6132, 1622, 10457, 2495, 10226, 11057, 6138, 6303, 6188, 1978, 6202, 1543, 11130, 6223, 6228, 4616, 6175, 6141, 6050, 1476, 967, 6193, 4904, 183, 5004, 57817, 127262, 805, 900, 1508, 6191, 6520, 10577, 1514, 1312, 5478, 10575, 3475, 2330, 27246, 2, 735, 6217, 9446, 22949, 1471, 6136, 6194, 7448, 7850, 6135, 5935, 7358, 6713, 64975, 4831, 3156, 5223, 435, 6157, 63898, 6142, 6128, 4869, 6187, 6146, 468, 9296, 6130, 9218, 6205, 6227, 3958, 10627, 1936, 6124, 6210, 10539, 10016, 10542, 8887, 6203, 3615, 1824, 6160, 308, 3700, 2950, 3263, 1933, 9349, 23412, 47, 25824, 50814, 9194, 3875, 6134, 6234, 4946, 6143, 5036, 26998, 8663, 10606, 5476, 5694, 4666, 6208, 23521, 255394, 1211, 2280, 55737, 80255, 5688, 6159, 2896, 84897, 708, 200916, 4736, 51150, 5250, 6176, 10541, 440026, 8804, 7555, 27013, 23597, 8894, 6888, 7417, 6209, 1611, 6628, 26056, 10092, 51060, 2539, 6206, 6903, 1939, 5711, 9516, 140465, 10971, 10410, 201163, 6164, 2992, 11034, 51699, 440, 6643, 7533, 4852, 53918, 292, 91461, 6224, 6204, 353, 6189, 7167, 4535, 25996, 5691, 58489, 23710, 10480, 27111, 8666, 10625, 2876, 8665, 4814, 10406, 10654, 4170, 5265, 56270, 3190, 10094, 7419, 6155, 51324, 8668, 1728, 6418, 8664, 26227, 140735, 29968, 9097, 6514, 689, 6576, 8761, 3699, 39, 286343, 64859, 5094, 2023, 5701, 23585, 2222, 5037, 7324, 4201, 54602, 54407, 7001, 10437, 79590, 6993, 975, 664, 5436, 3646, 9517, 55435, 51100, 10212, 51368, 7311, 23549, 722, 28958, 10682, 11213, 5708, 3692, 5111, 6309, 4074, 11282, 5931, 5052, 5876, 58526, 6133, 6633, 2271, 116519, 10950, 6171, 10897, 54458, 26353, 5950, 1571, 3158, 6817, 3309, 7184, 11001, 4502, 2203, 3304, 7276, 3315, 5264, 8637, 2335, 383, 51, 7104, 1373, 3336, 400916, 350, 6291, 27232, 27284, 2938, 1666, 336, 23743, 191, 5627, 3329, 55825, 344, 6554, 7873, 345275, 7381, 5284, 3429, 1891, 51142, 1491, 51129, 9168, 56994, 2542, 1528, 221035, 10841, 55847, 5464, 563, 3303, 51573, 2173, 6647, 283, 4257, 10449, 1347, 2632, 341, 9709, 4715, 57213, 1345, 9601, 2158, 223, 6038, 10455, 5860, 374882, 2109, 84830, 79174, 10809, 2266, 3028, 79717, 847, 1958, 6690, 1051, 51141, 5105, 1652, 84129, 4143, 2538, 3242, 8630, 5687, 51522, 1351, 929, 2944, 6390, 345, 4547, 134147, 1149, 3312, 7367, 4709, 4717, 3032, 4697, 706, 4512, 224, 22977, 594, 5919, 2706, 5162, 4729, 1036, 90637, 6385, 7071, 7316, 1329, 5446, 9563, 3337, 1647, 5166, 10628, 3240, 51170, 8424, 10157, 5092, 213, 2328, 5340, 284111, 6302, 54205, 23479, 10166, 3251, 337, 7366, 83752, 4713, 9804, 57447, 28959, 3290, 3075, 4700, 716, 26063, 4259, 7307, 54579, 635, 9375, 84263, 6391, 3150, 90701, 10857, 4247, 3725, 3301, 29796, 9554, 8655, 3034, 33, 57804, 27165, 23753, 957, 1337, 29948, 51128, 1350, 26061, 2184, 51669, 2746, 3426, 4190, 4513, 5169, 432, 3187, 34, 2167, 37, 7388, 4711, 5207, 57050, 27089, 3950, 10808, 91947, 116285, 374291, 80344, 788, 346, 10924, 100287932, 2108, 10949, 140738, 1374, 1537, 5825, 55748, 2098, 665, 10390, 4792, 10130, 7832, 7498
drug:6	1_naphthyl_isothiocyanate	483	3934, 5004, 3875, 3856, 57817, 2052, 3929, 3157, 2, 10537, 2944, 2597, 10410, 335, 3312, 3422, 3240, 3263, 6307, 3638, 2947, 735, 6709, 10376, 3150, 7018, 3162, 1718, 6143, 5244, 216, 10998, 7533, 6142, 6136, 6128, 6187, 1984, 7104, 5216, 595, 718, 9168, 6713, 435, 51599, 6141, 7532, 50848, 5265, 2267, 6898, 22809, 6223, 4513, 2153, 6175, 5345, 4904, 1514, 255738, 6576, 727, 26998, 1717, 6194, 967, 23521, 977, 51330, 6130, 2224, 1508, 2946, 6574, 4831, 6167, 6281, 6202, 6386, 1543, 3921, 127262, 3700, 26135, 54579, 6238, 10682, 5757, 39, 4691, 3320, 957, 2195, 140465, 10627, 6138, 4055, 1072, 93082, 10809, 29948, 23612, 7184, 468, 3156, 9615, 9562, 7132, 9948, 3699, 9961, 1312, 1829, 5029, 91663, 3182, 716, 8714, 4267, 5901, 6160, 8932, 7431, 5034, 722, 6774, 7114, 4512, 1509, 10437, 6169, 4597, 6124, 5264, 2771, 6520, 2907, 4814, 8470, 92840, 81, 10095, 5093, 2023, 6385, 10226, 9141, 7832, 1495, 214, 6157, 826, 3958, 6418, 3692, 4627, 23196, 51303, 8894, 6717, 27069, 7280, 11130, 8655, 7203, 5935, 2521, 710, 10991, 6146, 6514, 55902, 7534, 55620, 8407, 79689, 23654, 6637, 6209, 9921, 84557, 10093, 26353, 3485, 801, 57804, 80781, 10342, 1175, 2114, 1468, 10654, 3304, 3725, 6282, 6155, 5688, 6193, 1613, 55089, 1729, 1173, 4536, 677, 6189, 5589, 7167, 10728, 1000, 6147, 5516, 5606, 7108, 8721, 5002, 6382, 3482, 1316, 346, 5094, 824, 6224, 375061, 949, 197, 5931, 6303, 7416, 4953, 1356, 10613, 57140, 866, 57447, 442038, 1036, 2168, 4942, 6715, 6554, 9104, 3990, 173, 27232, 8942, 221357, 1571, 2538, 6783, 5009, 336, 2203, 5267, 51179, 3290, 51635, 79001, 341, 51141, 55526, 23600, 8309, 54363, 3697, 51181, 3939, 5860, 27329, 2646, 2954, 8630, 6999, 246329, 392636, 1805, 3034, 3081, 2326, 345, 7263, 283, 6694, 10845, 9380, 276, 5827, 10404, 83752, 7276, 337, 2147, 10840, 1892, 1807, 2632, 344, 400916, 2173, 622, 570, 350, 6652, 563, 1361, 2542, 27165, 2638, 3483, 975, 552, 2328, 23474, 3029, 1512, 10157, 11112, 2876, 201895, 4153, 5836, 55825, 3795, 670, 7069, 6647, 5464, 5340, 3158, 10560, 501, 54206, 127435, 84830, 26061, 54884, 732, 57136, 51380, 9936, 366, 191, 5313, 10993, 3242, 10841, 211, 51, 116285, 4257, 6690, 1491, 8424, 2109, 80344, 5446, 325, 344838, 116151, 1373, 4697, 2161, 2593, 292, 4190, 6383, 4129, 50865, 847, 9415, 6389, 51129, 8763, 1281, 51170, 1075, 10130, 8801, 5162, 594, 4259, 26063, 51733, 13, 9528, 4712, 694, 7274, 5918, 26266, 8574, 1645, 50486, 34, 1831, 56954, 9709, 224, 345275, 3028, 1582, 84649, 55847, 9249, 55754, 373156, 2184, 8564, 3931, 9446, 2110, 51128, 55281, 210, 51166, 4191, 5624, 3053, 29956, 9971, 2653, 2746, 5168, 5052, 27230, 8659, 10434, 5037, 23530, 10952, 140738, 223, 1962, 124925, 9376, 5207, 10549, 9601, 147, 57715, 2645, 7498, 160428, 10246, 90411, 23479, 259, 929, 5441, 3818, 1337, 78989, 189, 183, 23743, 1345, 126328, 875, 3486, 1727, 2098, 1776, 433, 4694, 4258, 58510, 55268, 7512, 29982, 143941, 3418, 51218, 6387, 58505, 7365, 51144, 9054, 5176, 64087, 11232, 11315, 51142, 165530
